city,state,avg_price
Gilboa,New York,"$291,441.67"
Campbellsville,Kentucky,"$291,375.68"
Harrisonville,Missouri,"$291,335.13"
Belton,South Carolina,"$291,322.59"
Maysville,North Carolina,"$291,297.87"
Phenix,Virginia,"$291,266.67"
Belvidere,North Carolina,"$291,250.00"
Columbia Heights,Minnesota,"$291,249.56"
Reynoldsburg,Ohio,"$291,232.05"
Muncy,Pennsylvania,"$291,230.00"
Verona,Missouri,"$291,218.18"
Preston,Minnesota,"$291,200.00"
Chestnuthill Township,Pennsylvania,"$291,175.00"
Evington,Virginia,"$291,118.52"
Marshfield,Missouri,"$291,075.00"
Kalona,Iowa,"$291,064.29"
Crete,Nebraska,"$291,041.58"
Osborn,Missouri,"$291,000.00"
Mount Ida,Arkansas,"$290,983.33"
Motley,Minnesota,"$290,977.78"
Haskell,Oklahoma,"$290,968.42"
Blackshear,Georgia,"$290,945.83"
Des Plaines,Illinois,"$290,935.16"
Crystal,Minnesota,"$290,895.27"
Perry,Georgia,"$290,853.07"
Charlton,Massachusetts,"$290,833.33"
Kenyon,Minnesota,"$290,800.00"
Lafitte,Louisiana,"$290,790.91"
Casselberry,Florida,"$290,724.59"
Magnolia,Illinois,"$290,633.33"
Findlay,Ohio,"$290,623.37"
Huntsville,Arkansas,"$290,609.86"
Trafford,Pennsylvania,"$290,597.58"
King William,Virginia,"$290,596.43"
Glasgow,Montana,"$290,550.00"
Bauxite,Arkansas,"$290,480.00"
Panton,Vermont,"$290,475.00"
Greenville,New York,"$290,455.96"
Bladensburg,Maryland,"$290,444.45"
Raeford,North Carolina,"$290,414.17"
Midville,Georgia,"$290,380.00"
Centralia,Missouri,"$290,333.33"
Derby,Kansas,"$290,264.13"
North Lauderdale,Florida,"$290,214.76"
Bethel Township,Ohio,"$290,177.78"
Palatka,Florida,"$290,172.65"
Clinton,Ohio,"$290,166.67"
Ware,Georgia,"$290,160.00"
Berkeley,Illinois,"$290,126.67"
Pittsgrove,New Jersey,"$290,085.92"
Burlington,West Virginia,"$290,060.00"
Jeffersonville,Indiana,"$290,055.73"
Buffalo,Missouri,"$290,030.00"
Florence,South Carolina,"$290,002.97"
Brownstown,Pennsylvania,"$290,000.00"
West Burlington,New York,"$290,000.00"
Blue River,Wisconsin,"$290,000.00"
Roseboom,New York,"$290,000.00"
Serena,Illinois,"$290,000.00"
Dewey,Illinois,"$290,000.00"
Hendrix,Oklahoma,"$290,000.00"
Mendota,Minnesota,"$290,000.00"
Bell City,Louisiana,"$290,000.00"
Trilla,Illinois,"$290,000.00"
Maiden Rock,Wisconsin,"$289,975.00"
Morristown,Minnesota,"$289,966.67"
Seagrove,North Carolina,"$289,966.67"
Nova,Ohio,"$289,966.67"
Cecil,Pennsylvania,"$289,960.00"
Westphalia,Missouri,"$289,950.00"
Losantville,Indiana,"$289,950.00"
Cabot,Pennsylvania,"$289,950.00"
Glenallen,Missouri,"$289,933.33"
Headland,Alabama,"$289,919.64"
Columbus Township,Michigan,"$289,900.00"
Lewis,Indiana,"$289,900.00"
Dayton,Wyoming,"$289,900.00"
Dalbo,Minnesota,"$289,900.00"
Pilot,Virginia,"$289,900.00"
Burgoon,Ohio,"$289,900.00"
Hamer Township,Ohio,"$289,900.00"
Park View,Iowa,"$289,900.00"
Hillview,Kentucky,"$289,900.00"
Silverhill,Alabama,"$289,876.43"
Wenonah,New Jersey,"$289,841.63"
Little Rock,Arkansas,"$289,772.01"
Galway,New York,"$289,760.00"
Skiatook,Oklahoma,"$289,759.18"
Dover,Arkansas,"$289,725.00"
Waddington,New York,"$289,687.50"
Cedartown,Georgia,"$289,684.55"
Townsend,Wisconsin,"$289,640.00"
Port Washington,Ohio,"$289,633.67"
Ethel,Louisiana,"$289,579.80"
Danville,Pennsylvania,"$289,567.45"
Deputy,Indiana,"$289,466.67"
West Baden Springs,Indiana,"$289,450.00"
Nashville,Michigan,"$289,392.31"
Cohutta,Georgia,"$289,305.13"
Halethorpe,Maryland,"$289,290.70"
French Settlement,Louisiana,"$289,250.00"
New Roads,Louisiana,"$289,250.00"
Utica,Ohio,"$289,212.50"
Tillar,Arkansas,"$289,166.67"
Norman,Arkansas,"$289,100.00"
Cabool,Missouri,"$289,070.00"
Tonganoxie,Kansas,"$289,064.47"
Forest Hill,Texas,"$289,047.78"
Franklin Park,Illinois,"$289,029.24"
Hepler,Kansas,"$289,000.00"
Chittenden,Vermont,"$289,000.00"
Esperance,New York,"$289,000.00"
Florahome,Florida,"$289,000.00"
Basking Ridge,New Jersey,"$289,000.00"
Holiday Hills,Illinois,"$289,000.00"
Stephenson T Wi,Michigan,"$289,000.00"
Porterville,Mississippi,"$289,000.00"
Pittsfield,Vermont,"$289,000.00"
New Boston,Missouri,"$289,000.00"
Williamsburg Township,Maine,"$289,000.00"
Bentley,Louisiana,"$289,000.00"
Delaware,New York,"$289,000.00"
Ocran,Virginia,"$289,000.00"
Ringling,Montana,"$289,000.00"
Pemberville,Ohio,"$288,933.17"
Florence,Alabama,"$288,917.47"
Cambridge,Maryland,"$288,881.28"
Princess Anne,Maryland,"$288,867.90"
Lagrange,Ohio,"$288,866.62"
Kalamazoo,Michigan,"$288,863.91"
Effingham,Illinois,"$288,803.33"
Lovejoy,Georgia,"$288,796.50"
Fort Wright,Kentucky,"$288,786.00"
Vincent,Alabama,"$288,760.00"
Ranson,West Virginia,"$288,748.42"
Christiana,Pennsylvania,"$288,710.00"
Lamont,Florida,"$288,680.00"
Folsom,Pennsylvania,"$288,645.83"
Fajardo,Puerto Rico,"$288,605.26"
Sparta,Tennessee,"$288,533.77"
Evergreen Park,Illinois,"$288,530.23"
Harrells,North Carolina,"$288,500.00"
Live Oak,Florida,"$288,498.06"
Crescent,Iowa,"$288,480.00"
Elk Point,South Dakota,"$288,475.00"
Warrensville,North Carolina,"$288,475.00"
Dodge Center,Minnesota,"$288,466.67"
Arrow Rock,Missouri,"$288,450.00"
Strykersville,New York,"$288,437.50"
Bridge City,Texas,"$288,403.78"
Bunnell,Florida,"$288,399.77"
Laurel Springs,New Jersey,"$288,374.75"
Tappahannock,Virginia,"$288,368.29"
Villa Ridge,Missouri,"$288,325.00"
Blue Rock,Ohio,"$288,299.67"
Lake Summerset,Illinois,"$288,297.21"
Berlin,New Jersey,"$288,293.38"
Helmetta,New Jersey,"$288,247.80"
Oostburg,Wisconsin,"$288,233.33"
Warsaw,Indiana,"$288,211.40"
Defuniak Springs,Florida,"$288,185.91"
Dearing,Georgia,"$288,166.67"
Lake Crystal,Minnesota,"$288,111.00"
Waterford Works,New Jersey,"$288,106.25"
Natchez,Mississippi,"$288,102.11"
Conley,Georgia,"$288,087.65"
Elroy,Wisconsin,"$288,062.50"
Hohenwald,Tennessee,"$288,058.62"
Grottoes,Virginia,"$288,037.14"
Parrottsville,Tennessee,"$288,031.19"
Dalton,Ohio,"$288,028.57"
Port Republic,Virginia,"$287,966.67"
Frankenlust Township,Michigan,"$287,900.00"
Woodbury,Georgia,"$287,900.00"
Egg Harbor,New Jersey,"$287,900.00"
Mountville,Pennsylvania,"$287,840.00"
Gold Hill,North Carolina,"$287,822.11"
Fort Lawn,South Carolina,"$287,816.67"
Vidalia,Georgia,"$287,768.29"
Henderson,Texas,"$287,741.45"
Burlington,New Jersey,"$287,732.76"
Elizabethton,Tennessee,"$287,728.88"
Fairfield,Ohio,"$287,721.74"
Forsyth,Illinois,"$287,712.50"
Marthaville,Louisiana,"$287,666.67"
Williamsburg,Kansas,"$287,633.33"
Cornell,Wisconsin,"$287,612.50"
Noble,Missouri,"$287,500.00"
Belsano,Pennsylvania,"$287,500.00"
New Woodstock,New York,"$287,450.00"
Dover,Pennsylvania,"$287,405.38"
Rio Piedras,Puerto Rico,"$287,366.67"
Hebron,Maryland,"$287,361.05"
Peletier,North Carolina,"$287,355.17"
Griswold,Connecticut,"$287,348.65"
Simpson,Illinois,"$287,325.00"
Hanover,Pennsylvania,"$287,312.03"
Okarche,Oklahoma,"$287,300.00"
Spring Arbor,Michigan,"$287,240.40"
Long Branch,Texas,"$287,228.57"
Brookville,Indiana,"$287,208.33"
Pottstown,Pennsylvania,"$287,191.30"
Farmville,Virginia,"$287,165.38"
Elkhart,Texas,"$287,135.71"
Alto,Texas,"$287,112.50"
Abbot,Maine,"$287,000.00"
Great Falls,South Carolina,"$287,000.00"
Wildwood,Georgia,"$286,983.17"
Bushkill,Pennsylvania,"$286,953.01"
Nashville,North Carolina,"$286,855.73"
Salisbury,Maryland,"$286,853.54"
Ludlow,Kentucky,"$286,853.33"
Mentone,Indiana,"$286,840.00"
Plattsmouth,Nebraska,"$286,826.39"
Getzville,New York,"$286,814.29"
Johannesburg,Michigan,"$286,755.56"
Climax,North Carolina,"$286,750.00"
Eldorado,Oklahoma,"$286,750.00"
Nora Springs,Iowa,"$286,750.00"
Milbridge,Maine,"$286,725.00"
Bee Spring,Kentucky,"$286,720.00"
New Haven,Missouri,"$286,698.87"
Greenup,Kentucky,"$286,691.58"
Claremore,Oklahoma,"$286,592.73"
Middleton,Tennessee,"$286,580.00"
Greenwood Township,Michigan,"$286,500.00"
Jonesboro,Georgia,"$286,425.59"
Oxford,North Carolina,"$286,350.00"
China,Maine,"$286,300.00"
Bellevue,Michigan,"$286,272.73"
Saint George,South Carolina,"$286,264.95"
Dowling Park,Florida,"$286,225.00"
Crittenden,Kentucky,"$286,220.00"
Heyworth,Illinois,"$286,133.33"
Saint Paul,Kansas,"$286,133.33"
Rogersville,Tennessee,"$286,130.23"
West Columbia,South Carolina,"$286,078.11"
Mountain Pine,Arkansas,"$286,066.67"
Williamston,South Carolina,"$286,042.64"
Hamburg,New York,"$286,027.91"
Huron,Tennessee,"$286,000.00"
Colden,New York,"$285,971.43"
Cuba,Missouri,"$285,873.53"
Milford,Virginia,"$285,812.50"
Manistee,Michigan,"$285,801.92"
Hamburg,New Jersey,"$285,739.97"
Stow,Ohio,"$285,685.87"
Bellefontaine,Ohio,"$285,651.16"
Sheboygan Falls,Wisconsin,"$285,633.33"
Walton,New York,"$285,620.69"
Elizabeth City,North Carolina,"$285,585.35"
Madison,Indiana,"$285,521.88"
Center,Missouri,"$285,500.00"
Lake Holiday,Illinois,"$285,488.89"
Newington,Connecticut,"$285,486.79"
Staley,North Carolina,"$285,475.00"
Holly Ridge,North Carolina,"$285,373.09"
Stonewall,Louisiana,"$285,360.00"
Wurtsboro,New York,"$285,343.13"
Camden,Delaware,"$285,333.33"
Rossford,Ohio,"$285,300.00"
Clear Spring,Maryland,"$285,283.33"
Delhi Township,Ohio,"$285,260.42"
Kent City,Michigan,"$285,242.79"
Reliance,Tennessee,"$285,236.36"
Crouse,North Carolina,"$285,225.00"
Columbus,Mississippi,"$285,221.87"
Newport City,Vermont,"$285,200.00"
Spring Lake,North Carolina,"$285,013.85"
East Brookfield,Massachusetts,"$285,000.00"
New Freeport,Pennsylvania,"$285,000.00"
Almont,North Dakota,"$285,000.00"
Wolverton,Minnesota,"$285,000.00"
Shiremanstown,Pennsylvania,"$285,000.00"
Desdemona,Texas,"$285,000.00"
Denton,Kentucky,"$285,000.00"
Bradshaw,Nebraska,"$285,000.00"
Wayne,Maine,"$285,000.00"
Tripoli,Wisconsin,"$285,000.00"
Foyil,Oklahoma,"$285,000.00"
Shawnee Mission,Kansas,"$285,000.00"
Damascus,Virginia,"$285,000.00"
Caroga,New York,"$285,000.00"
Rocky Mount,Virginia,"$284,968.46"
Brownville,Nebraska,"$284,966.67"
Bolton,Mississippi,"$284,966.67"
Kenneth,Minnesota,"$284,966.67"
Trumbauersville,Pennsylvania,"$284,950.00"
Ransomville,New York,"$284,944.33"
Bolton,Connecticut,"$284,933.33"
Hahnville,Louisiana,"$284,930.00"
Lebanon,Pennsylvania,"$284,928.01"
Linwood,Kansas,"$284,925.00"
Ravenna,Michigan,"$284,916.67"
Cokato,Minnesota,"$284,914.71"
Greenacres,Florida,"$284,909.89"
Fayette,Georgia,"$284,900.00"
Liberty Eylau,Texas,"$284,900.00"
Tyro,North Carolina,"$284,900.00"
Burtchville,Michigan,"$284,900.00"
Franklin,Connecticut,"$284,900.00"
Shannon,Illinois,"$284,900.00"
Kechi,Kansas,"$284,833.33"
Blanchardville,Wisconsin,"$284,825.00"
Russell Springs,Kentucky,"$284,803.69"
Baltic,South Dakota,"$284,800.00"
Julian,North Carolina,"$284,780.00"
Seligman,Missouri,"$284,736.36"
Hanover Park,Illinois,"$284,719.15"
Burtrum,Minnesota,"$284,700.00"
Greenwood,Arkansas,"$284,651.76"
Houston,Pennsylvania,"$284,633.33"
Arkdale,Wisconsin,"$284,613.16"
Fairfax,Ohio,"$284,557.14"
Winfield,Missouri,"$284,502.68"
Hyden,Kentucky,"$284,450.00"
Harned,Kentucky,"$284,450.00"
Derby,Connecticut,"$284,434.83"
Palmyra,Pennsylvania,"$284,409.20"
Pollocksville,North Carolina,"$284,385.71"
Tallmansville,West Virginia,"$284,375.00"
Honesdale,Pennsylvania,"$284,356.76"
South Bend,Indiana,"$284,297.51"
Rome,Georgia,"$284,287.59"
Melrose,Minnesota,"$284,263.64"
Sprague,Connecticut,"$284,246.15"
Bourbon,Missouri,"$284,122.22"
Saltillo,Mississippi,"$284,121.77"
Smithland,Kentucky,"$284,116.67"
Garden City,Kansas,"$284,114.26"
New Castle,Virginia,"$284,103.13"
Lomira,Wisconsin,"$284,100.00"
Clinton,Massachusetts,"$284,087.50"
Sims,North Carolina,"$284,003.75"
Lowell,Vermont,"$284,000.00"
Powell,Texas,"$283,940.00"
Perth,New York,"$283,850.00"
Maplesville,Alabama,"$283,787.50"
Darien,Wisconsin,"$283,760.00"
Wyalusing,Pennsylvania,"$283,736.36"
Kentwood,Louisiana,"$283,728.50"
Livonia,Michigan,"$283,677.55"
Shady Dale,Georgia,"$283,633.33"
Forest Park,Illinois,"$283,575.55"
Bracey,Virginia,"$283,571.73"
Wrightstown,Wisconsin,"$283,562.38"
Little Plymouth,Virginia,"$283,500.00"
Portland,Michigan,"$283,483.26"
Charles City,Virginia,"$283,460.00"
Big Clifty,Kentucky,"$283,450.00"
Bowbells,North Dakota,"$283,450.00"
East Point,Georgia,"$283,359.29"
Wisconsin Dells,Wisconsin,"$283,355.22"
Fultonville,New York,"$283,349.80"
Millerstown,Pennsylvania,"$283,340.00"
Jeddo,Michigan,"$283,333.33"
Brodhead,Wisconsin,"$283,314.29"
Granville,Vermont,"$283,300.00"
Pawhuska,Oklahoma,"$283,254.55"
Groveton,Texas,"$283,225.00"
Wright City,Missouri,"$283,218.97"
Pelahatchie,Mississippi,"$283,200.00"
Hurricane,West Virginia,"$283,046.49"
Catlettsburg,Kentucky,"$283,036.63"
Barrington,New Jersey,"$283,033.33"
Monaca,Pennsylvania,"$283,019.44"
Geraldine,Montana,"$283,000.00"
Bridgeport,Connecticut,"$282,966.28"
Fremont,Wisconsin,"$282,940.00"
Greece,New York,"$282,933.33"
New Cumberland,West Virginia,"$282,884.95"
Dawson,Illinois,"$282,883.33"
Boston,Kentucky,"$282,879.80"
Caseville,Michigan,"$282,846.67"
Robbins,Tennessee,"$282,844.44"
Julian,Pennsylvania,"$282,814.29"
Lemoyne,Pennsylvania,"$282,803.33"
Ravenden,Arkansas,"$282,800.00"
Hanna City,Illinois,"$282,725.00"
Dryden,New York,"$282,724.92"
Crystal Falls,Michigan,"$282,700.00"
Circleville,Ohio,"$282,642.32"
Washington Boro,Pennsylvania,"$282,633.33"
River Grove,Illinois,"$282,572.73"
Lenox Township,Michigan,"$282,500.00"
Seville,Florida,"$282,500.00"
Hiram,Maine,"$282,500.00"
Guilford,Maine,"$282,499.86"
Brewster,Minnesota,"$282,480.00"
Killingly,Connecticut,"$282,480.00"
Ponchatoula,Louisiana,"$282,475.70"
Parkman,Wyoming,"$282,450.00"
Goshen,New Jersey,"$282,450.00"
Sugar Tree,Tennessee,"$282,450.00"
Applegate,Michigan,"$282,450.00"
Warrens,Wisconsin,"$282,433.33"
Willis,Michigan,"$282,400.00"
Snow Camp,North Carolina,"$282,390.00"
Alexander,North Dakota,"$282,380.00"
Moulton,Alabama,"$282,339.39"
Scranton,Arkansas,"$282,333.33"
Fort Ann,New York,"$282,314.19"
Saint Paul Park,Minnesota,"$282,312.64"
Ceresco,Nebraska,"$282,312.50"
Fremont,New Hampshire,"$282,299.67"
Makanda,Illinois,"$282,276.44"
Rentz,Georgia,"$282,236.36"
Jena,Louisiana,"$282,115.38"
Stonec,Georgia,"$282,035.33"
Camp Hill,Alabama,"$282,000.00"
Guide Rock,Nebraska,"$282,000.00"
Snook,Texas,"$282,000.00"
Subiaco,Arkansas,"$281,999.00"
Coolville,Ohio,"$281,966.67"
Andrews,North Carolina,"$281,951.72"
Denham Springs,Louisiana,"$281,894.86"
Coggon,Iowa,"$281,870.00"
Scottsville,Kentucky,"$281,838.15"
Palacios,Texas,"$281,833.33"
El Dorado,Arkansas,"$281,825.64"
Vanceburg,Kentucky,"$281,806.67"
Greenville,North Carolina,"$281,805.39"
Dayton,Virginia,"$281,800.00"
Crandall,Georgia,"$281,760.00"
Statesboro,Georgia,"$281,741.35"
Honeoye,New York,"$281,740.00"
Reeds Spring,Missouri,"$281,716.67"
Cumberland City,Tennessee,"$281,633.33"
Whitehall,Pennsylvania,"$281,619.23"
Oxford,Iowa,"$281,600.00"
Masonville Township,Michigan,"$281,600.00"
Pearisburg,Virginia,"$281,556.19"
Orange City,Florida,"$281,554.34"
Sterling,Nebraska,"$281,500.00"
Waverly,Ohio,"$281,496.27"
Bristol,Connecticut,"$281,482.38"
Springfield,Vermont,"$281,472.00"
Little Meadows,Pennsylvania,"$281,466.67"
Greenville,Kentucky,"$281,452.17"
Rochelle,Illinois,"$281,445.92"
Blaine,Maine,"$281,433.33"
Deptford,New Jersey,"$281,427.78"
Lakeview,New York,"$281,410.00"
Farmington,New York,"$281,368.75"
Tulsa,Oklahoma,"$281,351.61"
Stahlstown,Pennsylvania,"$281,333.33"
Higden,Arkansas,"$281,332.50"
Cloquet,Minnesota,"$281,274.36"
White Lake,North Carolina,"$281,174.75"
Burbank,Illinois,"$281,129.47"
South Park,Pennsylvania,"$281,082.30"
Gordo,Alabama,"$281,046.08"
Monroe,Louisiana,"$281,041.80"
Highland,Indiana,"$281,030.69"
Brooktondale,New York,"$281,000.00"
Vernon,Connecticut,"$280,996.75"
Hattiesburg,Mississippi,"$280,891.70"
Hazen,North Dakota,"$280,883.33"
Hills,Iowa,"$280,875.00"
Mifflinville,Pennsylvania,"$280,860.00"
Orocovis,Puerto Rico,"$280,856.43"
Cameron,Missouri,"$280,793.94"
Wilkesboro,North Carolina,"$280,737.04"
Saint Johns,Michigan,"$280,712.50"
Nekoosa,Wisconsin,"$280,710.00"
Demotte,Indiana,"$280,705.88"
Whitesboro,New Jersey,"$280,699.82"
Cana,Virginia,"$280,666.67"
New Springfield,Ohio,"$280,660.00"
Jonesboro,Illinois,"$280,657.14"
Sayre,Pennsylvania,"$280,639.21"
Maud,Texas,"$280,624.38"
Livermore Falls,Maine,"$280,590.00"
Mount Olive,Alabama,"$280,567.36"
Danbury,North Carolina,"$280,560.00"
Poland,Indiana,"$280,371.43"
Saint Peters,Missouri,"$280,359.36"
Pearcy,Arkansas,"$280,352.94"
Lake Ann,Michigan,"$280,314.29"
Henagar,Alabama,"$280,310.00"
Roebuck,South Carolina,"$280,275.80"
Eastover,North Carolina,"$280,188.46"
Whitmire,South Carolina,"$280,166.67"
Paola,Kansas,"$280,152.25"
Dorr,Michigan,"$280,121.05"
Milo,Maine,"$280,116.67"
Greensburg,Indiana,"$280,080.16"
Camp Springs,Maryland,"$280,000.00"
Marion,Mississippi,"$280,000.00"
Stockett,Montana,"$280,000.00"
Denver,New York,"$280,000.00"
Lakeland,Louisiana,"$280,000.00"
Douglass,Texas,"$280,000.00"
Cherokee,North Carolina,"$280,000.00"
China Township,Michigan,"$280,000.00"
East Laurinburg,North Carolina,"$280,000.00"
Dakota City,Nebraska,"$280,000.00"
Beaumont,Mississippi,"$280,000.00"
Grand Chain,Illinois,"$280,000.00"
Battery Park,Virginia,"$280,000.00"
NULL,North Carolina,"$280,000.00"
Woodlawn,Maryland,"$279,990.00"
Rice,Texas,"$279,980.25"
Mercersburg,Pennsylvania,"$279,971.59"
Portland,Connecticut,"$279,970.83"
Wann,Oklahoma,"$279,966.67"
Cornelia,Georgia,"$279,951.47"
Oakwood Village,Ohio,"$279,950.00"
Joffre,Pennsylvania,"$279,950.00"
Forreston,Texas,"$279,949.50"
Nickelsville,Virginia,"$279,933.33"
Pickensville,Alabama,"$279,933.33"
Honor,Michigan,"$279,900.00"
Marion,Pennsylvania,"$279,900.00"
Glendale Springs,North Carolina,"$279,900.00"
Treadway,Tennessee,"$279,900.00"
Laureldale,New Jersey,"$279,900.00"
Gordon,Wisconsin,"$279,900.00"
Henderson,Arkansas,"$279,900.00"
Porterfield,Wisconsin,"$279,900.00"
Martin Township,Minnesota,"$279,900.00"
Scanlon,Minnesota,"$279,900.00"
Metamora Vlg,Michigan,"$279,900.00"
Montezuma,Indiana,"$279,900.00"
Jonese,Georgia,"$279,900.00"
Lohman,Missouri,"$279,900.00"
Minot,Maine,"$279,900.00"
Fair Grove,Missouri,"$279,884.21"
Avilla,Indiana,"$279,866.67"
Semmes,Alabama,"$279,826.58"
Mayville,North Dakota,"$279,816.67"
Cabot,Arkansas,"$279,798.38"
Bartow,Georgia,"$279,766.67"
Ferrum,Virginia,"$279,760.00"
Philadelphia,New York,"$279,760.00"
Poplar Grove,Illinois,"$279,759.75"
Almond,North Carolina,"$279,725.00"
Grover,Colorado,"$279,666.67"
Saltillo,Texas,"$279,633.33"
Sandston,Virginia,"$279,544.33"
Carthage,Mississippi,"$279,521.05"
Salem,Missouri,"$279,511.69"
Alborn,Minnesota,"$279,500.00"
Wheeling,Illinois,"$279,494.24"
Ava,New York,"$279,475.00"
Halls,Tennessee,"$279,453.33"
Ludowici,Georgia,"$279,448.44"
Minong,Wisconsin,"$279,436.36"
Platteville,Wisconsin,"$279,393.10"
Crestwood,Missouri,"$279,333.33"
Bradley,Maine,"$279,325.00"
Kirksville,Missouri,"$279,294.94"
Saluda,Virginia,"$279,266.67"
South Milwaukee,Wisconsin,"$279,263.63"
Leavenworth,Kansas,"$279,231.88"
Clinton,New York,"$279,226.94"
Cottondale,Florida,"$279,185.71"
Saint Albans City,Vermont,"$279,183.67"
Tippecanoe,Indiana,"$279,166.67"
Cohasset,Minnesota,"$279,100.00"
Ansonia,Connecticut,"$279,070.83"
Augusta,Maine,"$279,061.30"
Erwin,North Carolina,"$279,027.96"
Fairlawn,Ohio,"$279,023.68"
Moro,Arkansas,"$279,000.00"
Clark,Pennsylvania,"$279,000.00"
Marble Cliff,Ohio,"$279,000.00"
Big Indian,New York,"$279,000.00"
Maurice,Iowa,"$279,000.00"
Belville,North Carolina,"$279,000.00"
Manquin,Virginia,"$279,000.00"
Stannard Township,Michigan,"$279,000.00"
Johnson Creek,Wisconsin,"$278,960.00"
Willow River,Minnesota,"$278,950.00"
Saint Francis,Kansas,"$278,925.00"
Deatsville,Alabama,"$278,887.87"
Bethel,Ohio,"$278,872.73"
Coal Valley,Illinois,"$278,830.00"
Hampton,Florida,"$278,783.33"
Eaton,New York,"$278,725.00"
Murchison,Texas,"$278,703.80"
Kenneth City,Florida,"$278,604.50"
Sophia,North Carolina,"$278,587.50"
Drakes Branch,Virginia,"$278,571.88"
Fairview Park,Ohio,"$278,500.00"
Port Jervis,New York,"$278,489.74"
Middletown,Connecticut,"$278,483.55"
Fredonia,Kentucky,"$278,475.00"
Lewiston,Maine,"$278,460.87"
Grayslake,Illinois,"$278,432.64"
Wonder Lake,Illinois,"$278,424.64"
Waupaca,Wisconsin,"$278,325.28"
Cranesville,Pennsylvania,"$278,300.00"
South Sioux City,Nebraska,"$278,225.00"
Ottertail,Minnesota,"$278,199.89"
Port Lavaca,Texas,"$278,180.00"
Milner,Georgia,"$278,167.84"
Willingboro,New Jersey,"$278,147.53"
Dilworth,Minnesota,"$278,066.67"
Montague,Massachusetts,"$278,000.00"
Valley Springs,South Dakota,"$277,975.00"
Bull Shoals,Arkansas,"$277,963.18"
Kenansville,North Carolina,"$277,960.00"
Vernon,Michigan,"$277,933.33"
Oshkosh,Wisconsin,"$277,818.88"
Kirbyville,Texas,"$277,817.21"
Texarkana,Arkansas,"$277,763.66"
Parma,Michigan,"$277,763.64"
Fort Wayne,Indiana,"$277,722.79"
Altha,Florida,"$277,700.00"
Hamer,South Carolina,"$277,700.00"
Elliottsburg,Pennsylvania,"$277,675.00"
Dudley,Georgia,"$277,500.00"
Rainbow City,Alabama,"$277,481.82"
Hinckley,Minnesota,"$277,453.33"
Stephentown,New York,"$277,407.69"
West Jefferson,Ohio,"$277,384.62"
Adelphi,Maryland,"$277,324.96"
Montville,Connecticut,"$277,314.29"
Conover,North Carolina,"$277,275.00"
Woodville,Texas,"$277,253.66"
McEwen,Tennessee,"$277,212.50"
Perry Township,Ohio,"$277,146.00"
High Ridge,Missouri,"$277,123.46"
Albemarle,North Carolina,"$277,112.00"
Houston,Missouri,"$277,014.89"
Sebring,Florida,"$277,003.03"
Whitefield,Maine,"$277,000.00"
Chatham Village,New York,"$277,000.00"
Alexander,Iowa,"$277,000.00"
Waddy,Kentucky,"$276,937.25"
Cross City,Florida,"$276,922.73"
Weston,Wisconsin,"$276,875.50"
Bonneau,South Carolina,"$276,866.67"
West Paducah,Kentucky,"$276,825.00"
Two Harbors,Minnesota,"$276,805.88"
Trevor,Wisconsin,"$276,733.33"
Loris,South Carolina,"$276,721.37"
Hamilton,New York,"$276,700.00"
Thomasville,Pennsylvania,"$276,677.78"
Allentown,Pennsylvania,"$276,672.43"
Palmerton,Pennsylvania,"$276,666.67"
Benzonia,Michigan,"$276,633.33"
Brooks,Maine,"$276,633.33"
Alamo,Georgia,"$276,625.00"
Wilton,Maine,"$276,612.50"
New Canada,Maine,"$276,600.00"
Quinlan,Texas,"$276,551.43"
Washington,West Virginia,"$276,537.50"
Janesville,Iowa,"$276,500.00"
Mitchell,Nebraska,"$276,490.91"
Knox,Indiana,"$276,488.27"
Blacksburg,South Carolina,"$276,478.57"
Aurora,Nebraska,"$276,436.36"
Lexington,Michigan,"$276,434.74"
Fort Gratiot,Michigan,"$276,350.00"
Griffin,Georgia,"$276,267.35"
Fenwick,Michigan,"$276,250.00"
Bean Station,Tennessee,"$276,235.24"
Natchitoches,Louisiana,"$276,223.27"
Alburtis,Pennsylvania,"$276,200.00"
Newport News,Virginia,"$276,157.73"
Andalusia,Alabama,"$276,123.09"
New Berlin,New York,"$276,118.18"
Burkeville,Virginia,"$276,071.43"
Cross,South Carolina,"$276,000.00"
Bentonia,Mississippi,"$275,999.00"
Allegany,New York,"$275,988.89"
Jonesport,Maine,"$275,975.00"
Harrah,Oklahoma,"$275,955.58"
Forty Fort,Pennsylvania,"$275,950.00"
Brackney,Pennsylvania,"$275,950.00"
Kenton,Delaware,"$275,935.00"
Purvis,Mississippi,"$275,913.89"
Niotaze,Kansas,"$275,900.00"
Surry,Virginia,"$275,780.00"
Watkins,Minnesota,"$275,766.67"
Jerome,Michigan,"$275,680.00"
Energy,Illinois,"$275,680.00"
Ingleside,Illinois,"$275,621.21"
South Saint Paul,Minnesota,"$275,577.00"
Appleton,New York,"$275,557.14"
Midland,Michigan,"$275,553.61"
Springport,Michigan,"$275,514.29"
Paynesville,Minnesota,"$275,511.11"
Plumerville,Arkansas,"$275,475.00"
Wichita,Kansas,"$275,450.81"
Bryant,Wisconsin,"$275,425.00"
Coldwater,Michigan,"$275,376.35"
Sterlington,Louisiana,"$275,272.14"
Saint Cloud,Minnesota,"$275,270.67"
Delmar,Maryland,"$275,240.35"
Elgin,Oklahoma,"$275,229.00"
