city,state,avg_price
Hampton,Virginia,"$275,223.14"
Brook Park,Minnesota,"$275,212.50"
Burgettstown,Pennsylvania,"$275,186.11"
Bedford,Pennsylvania,"$275,154.55"
Addis,Louisiana,"$275,154.03"
Washington,Georgia,"$275,149.90"
West Plains,Missouri,"$275,138.12"
Nocona,Texas,"$275,103.85"
Lexington,Illinois,"$275,057.14"
Exeland,Wisconsin,"$275,037.50"
Montgomery,Missouri,"$275,000.00"
Caroline,Wisconsin,"$275,000.00"
Brampton,Michigan,"$275,000.00"
Birnamwood,Wisconsin,"$275,000.00"
Lumberton Township,New Jersey,"$275,000.00"
Charleston,New York,"$275,000.00"
Calvary,Georgia,"$275,000.00"
Buena Vista,Tennessee,"$275,000.00"
Nardin,Oklahoma,"$275,000.00"
Mammoth,Montana,"$275,000.00"
Frontenac,Minnesota,"$275,000.00"
Corning,Wisconsin,"$275,000.00"
Lane,South Carolina,"$275,000.00"
Port Elizabeth,New Jersey,"$275,000.00"
Hiawatha Township,Michigan,"$275,000.00"
Slanesville,West Virginia,"$275,000.00"
Hopedale,Illinois,"$275,000.00"
Columbia,New Jersey,"$275,000.00"
Revere,Missouri,"$275,000.00"
Bear Creek Township,Pennsylvania,"$275,000.00"
Lake Benton,Minnesota,"$275,000.00"
Powell,Missouri,"$275,000.00"
Lane,South Dakota,"$275,000.00"
Wayland,Iowa,"$275,000.00"
Faith,South Dakota,"$275,000.00"
East Lake,North Carolina,"$275,000.00"
Simmesport,Louisiana,"$275,000.00"
Drummond,Oklahoma,"$275,000.00"
Brighton Beach,New York,"$275,000.00"
White Hall,West Virginia,"$275,000.00"
Jackson,Tennessee,"$274,997.78"
Ossian,Iowa,"$274,966.67"
Pineville,Missouri,"$274,959.40"
Macomb,Missouri,"$274,950.00"
Roulette,Pennsylvania,"$274,950.00"
Hilbert,Wisconsin,"$274,928.57"
Blackwell,Missouri,"$274,925.00"
Laurel,Indiana,"$274,925.00"
Quitman,Texas,"$274,909.73"
Rusk Township,Wisconsin,"$274,900.00"
Scioto Township,Ohio,"$274,900.00"
Beddington,Maine,"$274,900.00"
Medford,Oklahoma,"$274,900.00"
Ash Township,Michigan,"$274,900.00"
Clarks Green,Pennsylvania,"$274,900.00"
Lavalette,West Virginia,"$274,880.00"
Palos Hills,Illinois,"$274,872.02"
Pullman,Michigan,"$274,828.57"
Flemington,Missouri,"$274,800.00"
Bowling Green,Ohio,"$274,790.91"
Hitchita,Oklahoma,"$274,750.00"
Ellenburg,New York,"$274,750.00"
Paris,Texas,"$274,724.31"
Putnam,Connecticut,"$274,710.17"
Avon,Illinois,"$274,700.00"
Belleville,Pennsylvania,"$274,685.71"
Stuart,Iowa,"$274,670.05"
Everton,Missouri,"$274,633.33"
Dodd City,Texas,"$274,633.33"
McArthur,Ohio,"$274,542.86"
Shelbyville,Indiana,"$274,531.63"
Madison,New York,"$274,500.00"
Newaygo,Michigan,"$274,475.87"
Boscobel,Wisconsin,"$274,462.50"
Forkland,Alabama,"$274,450.00"
Maple Grove,Michigan,"$274,450.00"
Walhalla,South Carolina,"$274,436.84"
Monroe,Wisconsin,"$274,389.37"
Tazewell,Tennessee,"$274,384.12"
Tazewell,Virginia,"$274,287.56"
Argyle,New York,"$274,264.19"
Lathrop,Missouri,"$274,257.14"
Hillman,Michigan,"$274,240.00"
Harrington,Maine,"$274,225.00"
Kutztown,Pennsylvania,"$274,186.67"
Montague,Michigan,"$274,176.93"
Medford,Wisconsin,"$274,162.07"
Aurora,North Carolina,"$274,114.29"
Guntown,Mississippi,"$274,041.18"
Lockport,New York,"$274,035.88"
Janesville,Wisconsin,"$274,028.13"
Morgan,Texas,"$274,000.00"
Jackson,Kentucky,"$273,990.91"
New Castle,Delaware,"$273,980.59"
Herculaneum,Missouri,"$273,977.48"
Warsaw,Missouri,"$273,908.81"
Dover,Minnesota,"$273,895.00"
Temperanceville,Virginia,"$273,880.00"
Westfield,Wisconsin,"$273,875.00"
Glassboro,New Jersey,"$273,874.03"
Holiday Island,Arkansas,"$273,860.95"
Destrehan,Louisiana,"$273,819.23"
Whitesburg,Georgia,"$273,817.73"
Streamwood,Illinois,"$273,816.43"
Warner,Oklahoma,"$273,790.00"
Mansfield,Pennsylvania,"$273,784.00"
Cadott,Wisconsin,"$273,770.00"
Polk,Pennsylvania,"$273,766.67"
Edinburgh,Indiana,"$273,760.00"
Spencer,Ohio,"$273,733.33"
Groveport,Ohio,"$273,723.25"
Minden,Iowa,"$273,700.00"
Downs,Kansas,"$273,666.67"
Columbia Falls,Maine,"$273,600.00"
Ashburn,Georgia,"$273,587.50"
Spartanburg,South Carolina,"$273,576.08"
West Haven,Connecticut,"$273,516.50"
Vine Grove,Kentucky,"$273,427.34"
Tupelo,Mississippi,"$273,423.10"
Holt,Florida,"$273,400.00"
Pikeville,North Carolina,"$273,380.00"
Chocolay Township,Michigan,"$273,337.50"
River Oaks,Texas,"$273,334.05"
Lincoln Township,Wisconsin,"$273,283.33"
Eldon,Iowa,"$273,283.33"
Saint Agatha,Maine,"$273,233.33"
Thibodaux,Louisiana,"$273,214.68"
Wadsworth,Ohio,"$273,194.75"
Bruce,South Dakota,"$273,184.33"
Greers Ferry,Arkansas,"$273,115.79"
Mount Gilead,Ohio,"$273,099.85"
Allenstown,New Hampshire,"$273,075.00"
Kenly,North Carolina,"$273,028.57"
Arnold,Missouri,"$273,027.89"
Mill Run,Pennsylvania,"$273,000.00"
Shelbyville,Missouri,"$272,966.67"
Coleharbor,North Dakota,"$272,966.67"
Lawrenceville,Pennsylvania,"$272,933.33"
Augusta,West Virginia,"$272,811.11"
Brookland,Arkansas,"$272,701.55"
Perry,Ohio,"$272,696.48"
York,Pennsylvania,"$272,630.06"
Pevely,Missouri,"$272,627.50"
Lawndale,North Carolina,"$272,557.14"
Marietta,Pennsylvania,"$272,552.78"
Riverdale,Michigan,"$272,533.33"
Gaylord,Michigan,"$272,525.00"
Warfield,Virginia,"$272,500.00"
Wood Heights,Missouri,"$272,500.00"
Sulphur,Kentucky,"$272,500.00"
Mill Creek,Pennsylvania,"$272,485.71"
Goldthwaite,Texas,"$272,450.00"
Rosholt,Wisconsin,"$272,425.00"
Pleasantville,Ohio,"$272,425.00"
Lodi,Ohio,"$272,419.17"
Chatsworth,Georgia,"$272,412.46"
Brooklyn Center,Minnesota,"$272,384.85"
Manteno,Illinois,"$272,384.29"
Lexington,Georgia,"$272,342.23"
Hop Bottom,Pennsylvania,"$272,300.00"
East Tawakoni,Texas,"$272,292.80"
Festus,Missouri,"$272,270.13"
Lively,Virginia,"$272,200.00"
Abbeville,South Carolina,"$272,196.97"
Temple,Pennsylvania,"$272,196.88"
Bloomfield,New York,"$272,175.00"
Manchester,Connecticut,"$272,172.17"
Robbinsdale,Minnesota,"$272,169.14"
Mont Clare,Pennsylvania,"$272,077.78"
Hope Mills,North Carolina,"$272,073.08"
Pamplin,Virginia,"$272,063.64"
Holly Hill,Florida,"$272,059.98"
Franklin,Kentucky,"$272,052.37"
Mazeppa,Minnesota,"$272,000.00"
Hemphill,Texas,"$271,978.69"
Humboldt,South Dakota,"$271,940.00"
Marion,New York,"$271,940.00"
Cicero,New York,"$271,890.21"
Lenoir,North Carolina,"$271,821.04"
Arena,Wisconsin,"$271,780.00"
Troy,South Carolina,"$271,750.00"
Gaston,South Carolina,"$271,741.67"
Trenton,Florida,"$271,722.54"
Montevallo,Alabama,"$271,699.44"
Rhinelander,Wisconsin,"$271,681.63"
Shiloh,North Carolina,"$271,666.67"
Port Richey,Florida,"$271,639.93"
Greenwich,New Jersey,"$271,633.33"
Chandlersville,Ohio,"$271,632.83"
Holyoke,Massachusetts,"$271,629.15"
Lithonia,Georgia,"$271,612.30"
Atwater,Minnesota,"$271,600.00"
Sioux City,Iowa,"$271,599.96"
Dunbar T Wi,Wisconsin,"$271,566.67"
Henderson,North Carolina,"$271,543.00"
Excelsior Springs,Missouri,"$271,492.06"
Lexington,Ohio,"$271,460.00"
Sand Springs,Oklahoma,"$271,452.24"
Hot Springs Vill,Arkansas,"$271,450.00"
Nicholson,Pennsylvania,"$271,433.33"
Lake City,Michigan,"$271,417.65"
York Haven,Pennsylvania,"$271,410.87"
Vevay,Indiana,"$271,407.07"
Alexander,Arkansas,"$271,405.58"
Red Lion,Pennsylvania,"$271,348.14"
Osgood,Indiana,"$271,242.86"
Clarksville,Missouri,"$271,200.00"
Batesville,Arkansas,"$271,194.68"
Montrose,Iowa,"$271,180.00"
Prospect,Ohio,"$271,175.00"
Mulberry,Florida,"$271,142.69"
Cambridge,New York,"$271,137.50"
Mapleton,Maine,"$271,000.00"
Highland Falls,New York,"$271,000.00"
Millington,Maryland,"$270,999.83"
Renfrew,Pennsylvania,"$270,988.89"
Washington,New Jersey,"$270,971.53"
Summerville,Georgia,"$270,963.16"
Leachville,Arkansas,"$270,950.00"
Gaston,Indiana,"$270,920.00"
Italy,Texas,"$270,863.64"
Warrensburg,Missouri,"$270,852.19"
Rockton,Illinois,"$270,838.38"
Fremont,North Carolina,"$270,784.62"
Paris,Tennessee,"$270,745.37"
Stroud,Oklahoma,"$270,660.00"
Maryland Heights,Missouri,"$270,658.18"
Ypsilanti,North Dakota,"$270,633.33"
Adams Center,New York,"$270,600.00"
Maurice,Louisiana,"$270,596.37"
Southside,Alabama,"$270,588.89"
Kentwood,Michigan,"$270,579.65"
Forestport,New York,"$270,557.14"
Frenchtown,Michigan,"$270,528.57"
Duncombe,Iowa,"$270,500.00"
Lyndon,Vermont,"$270,492.86"
Morrisville,Pennsylvania,"$270,465.09"
Amherst,Ohio,"$270,457.46"
Moore,Oklahoma,"$270,451.19"
Cumberland,Wisconsin,"$270,450.00"
Clyde,Texas,"$270,430.00"
Catawissa,Pennsylvania,"$270,405.26"
Coudersport,Pennsylvania,"$270,369.23"
Norristown,Pennsylvania,"$270,368.12"
Saint Stephen,South Carolina,"$270,354.45"
Jeffersonville,Kentucky,"$270,292.31"
Norton,Ohio,"$270,284.04"
Palm Springs,Florida,"$270,251.71"
Muldrow,Oklahoma,"$270,222.73"
Rural Hall,North Carolina,"$270,216.86"
Drexel Hill,Pennsylvania,"$270,168.80"
Elkhart,Indiana,"$270,125.76"
Hudson,North Carolina,"$270,054.17"
Grand Junction,Michigan,"$270,041.67"
Earlville,Illinois,"$270,036.25"
Frostproof,Florida,"$270,026.44"
North Canton,Ohio,"$270,008.56"
Marquette,Nebraska,"$270,000.00"
Crum,West Virginia,"$270,000.00"
Fair Oaks,Indiana,"$270,000.00"
Palmyra,Michigan,"$270,000.00"
Unity,Wisconsin,"$270,000.00"
Farmersburg,Iowa,"$270,000.00"
Arlington,Wisconsin,"$270,000.00"
Elberta,Michigan,"$270,000.00"
Ste Genevieve,Missouri,"$269,991.26"
Agra,Oklahoma,"$269,975.00"
Pine Lake,Georgia,"$269,966.67"
Covesville,Virginia,"$269,960.00"
Kalkaska,Michigan,"$269,957.14"
Waco,Kentucky,"$269,950.00"
Williamsburg,Indiana,"$269,950.00"
Fountain Hill,Pennsylvania,"$269,950.00"
Brinkhaven,Ohio,"$269,933.33"
Grenville,South Dakota,"$269,933.33"
Lake Charles,Louisiana,"$269,918.47"
Pittston,Pennsylvania,"$269,912.63"
Uniontown,Missouri,"$269,900.00"
Waterford Township,New Jersey,"$269,900.00"
Castalia,North Carolina,"$269,900.00"
W6941 Cth,Wisconsin,"$269,900.00"
Bally,Pennsylvania,"$269,900.00"
Krakow,Wisconsin,"$269,900.00"
W12561 Cth West,Wisconsin,"$269,900.00"
Harrietta,Michigan,"$269,900.00"
Bennett,North Carolina,"$269,900.00"
Porterfield T Wi,Wisconsin,"$269,900.00"
Theresa,Wisconsin,"$269,900.00"
Fairhope,Pennsylvania,"$269,900.00"
Hardwick,Massachusetts,"$269,900.00"
Fremont,Michigan,"$269,895.83"
Port Vincent,Louisiana,"$269,875.00"
Lambertville,Michigan,"$269,868.75"
Margaretville,New York,"$269,863.64"
Galloway,New Jersey,"$269,854.38"
Lisbon,Connecticut,"$269,783.33"
Thornton,Texas,"$269,750.00"
Glendale,Wisconsin,"$269,738.71"
Ferndale,Michigan,"$269,731.11"
Skipwith,Virginia,"$269,714.29"
Dinwiddie,Virginia,"$269,700.00"
Pembroke Park,Florida,"$269,699.86"
Duanesburg,New York,"$269,668.14"
Justice,Illinois,"$269,609.48"
Lawrenceburg,Indiana,"$269,582.16"
Bruceville Eddy,Texas,"$269,500.00"
New Liberty,Kentucky,"$269,500.00"
Canaan,New Hampshire,"$269,460.00"
Leesburg,Florida,"$269,451.83"
Hannacroix,New York,"$269,450.00"
Montura Ranches,Florida,"$269,450.00"
New York Mills,Minnesota,"$269,450.00"
Gobles,Michigan,"$269,432.78"
Naugatuck,Connecticut,"$269,364.59"
Shenandoah,Virginia,"$269,352.94"
Princetown,New York,"$269,325.00"
Murray,Kentucky,"$269,287.14"
Marcellus,New York,"$269,271.43"
Westlake,Louisiana,"$269,243.52"
Northfield,Ohio,"$269,235.14"
Elida,Ohio,"$269,200.00"
Hot Springs National Park,Arkansas,"$269,148.15"
Eden,New York,"$269,066.67"
Warsaw,Virginia,"$269,057.00"
Newton,Texas,"$269,044.44"
Mount Pleasant Mills,Pennsylvania,"$269,025.00"
Sugar Island Township,Michigan,"$269,000.00"
Reklaw,Texas,"$269,000.00"
Evanston,Indiana,"$269,000.00"
Waverly Township,Pennsylvania,"$269,000.00"
Clermont,Georgia,"$269,000.00"
Greenview,Missouri,"$269,000.00"
Dixon,Kentucky,"$269,000.00"
Houlka,Mississippi,"$269,000.00"
Craigsville,West Virginia,"$269,000.00"
French Lick,Indiana,"$268,969.23"
Dieterich,Illinois,"$268,966.67"
Saint Louis,Missouri,"$268,964.16"
Sonora,Kentucky,"$268,950.00"
Creal Springs,Illinois,"$268,945.26"
Alcoa,Tennessee,"$268,942.59"
Benton,Mississippi,"$268,875.00"
Belle Glade,Florida,"$268,866.67"
Stickney,Illinois,"$268,835.14"
Iowa,Louisiana,"$268,817.87"
Genoa,Illinois,"$268,797.42"
Cleveland,Oklahoma,"$268,792.84"
Sterling,Connecticut,"$268,791.67"
New Castle,Kentucky,"$268,750.00"
McKenzie,Tennessee,"$268,744.83"
Bremen,Indiana,"$268,740.00"
East Grand Forks,Minnesota,"$268,724.14"
Bristolville,Ohio,"$268,699.75"
West Mansfield,Ohio,"$268,675.00"
Midway,Texas,"$268,644.44"
Frederica,Delaware,"$268,612.19"
Catoosa,Oklahoma,"$268,609.33"
Earling,Iowa,"$268,500.00"
Chaplin,Connecticut,"$268,475.00"
Fife Lake,Michigan,"$268,437.50"
Columbia City,Indiana,"$268,384.11"
Walkerton,Virginia,"$268,316.67"
Warren,New Hampshire,"$268,300.00"
Emlenton,Pennsylvania,"$268,300.00"
Graytown,Ohio,"$268,266.67"
Highland,Arkansas,"$268,250.00"
Dearborn,Michigan,"$268,238.88"
Columbia Falls,Montana,"$268,215.13"
Sylacauga,Alabama,"$268,209.99"
Glade Spring,Virginia,"$268,120.00"
Gretna,Louisiana,"$268,093.22"
Ypsilanti,Michigan,"$268,056.53"
Aurora,South Dakota,"$268,025.00"
Saint Johnsbury,Vermont,"$268,018.42"
West Coxsackie,New York,"$268,000.00"
Liberty,West Virginia,"$268,000.00"
Troy,Pennsylvania,"$267,962.83"
Shepherd,Michigan,"$267,957.14"
Hamlin,New York,"$267,933.33"
Millington,Michigan,"$267,930.00"
Clinton,Tennessee,"$267,881.45"
Thomaston,Maine,"$267,878.25"
Albany,Ohio,"$267,875.00"
Checotah,Oklahoma,"$267,874.23"
Mount Orab,Ohio,"$267,866.67"
Hubert,North Carolina,"$267,853.57"
Whiteville,North Carolina,"$267,806.95"
Plainview,Minnesota,"$267,785.71"
Elizabethtown,Indiana,"$267,740.00"
Chicopee,Massachusetts,"$267,640.12"
Brooks,Kentucky,"$267,633.33"
Shoreham,Vermont,"$267,560.00"
Bloxom,Virginia,"$267,544.44"
New Paris,Ohio,"$267,533.33"
Argyle,Wisconsin,"$267,500.00"
Ider,Alabama,"$267,500.00"
Pinebluff,North Carolina,"$267,500.00"
South Gibson,Pennsylvania,"$267,500.00"
Avoca,Michigan,"$267,500.00"
Cottageville,South Carolina,"$267,485.71"
Trenton,South Carolina,"$267,475.65"
Emmett,Michigan,"$267,450.00"
Norcross,Minnesota,"$267,450.00"
Rotterdam,New York,"$267,433.83"
Franklin,West Virginia,"$267,423.08"
Hartly,Delaware,"$267,414.29"
Fairplay,Maryland,"$267,400.00"
Williamsburg,Iowa,"$267,346.15"
Autryville,North Carolina,"$267,335.71"
Swartz Creek,Michigan,"$267,317.65"
Dundee,Florida,"$267,310.53"
Valdosta,Georgia,"$267,309.15"
Vineland,New Jersey,"$267,298.80"
Middleburg Heights,Ohio,"$267,294.23"
Pikeville,Kentucky,"$267,283.77"
New Auburn,Wisconsin,"$267,283.33"
Grovertown,Indiana,"$267,250.00"
Beach Park,Illinois,"$267,178.95"
Kansas City,Kansas,"$267,174.59"
Buena Vista,Virginia,"$267,117.65"
Osseo,Wisconsin,"$267,065.00"
Idabel,Oklahoma,"$267,050.00"
Lemasters,Pennsylvania,"$267,000.00"
Saint Paul,Virginia,"$267,000.00"
Hoffman,Illinois,"$267,000.00"
Grandview,Tennessee,"$267,000.00"
Burton,Ohio,"$266,971.43"
Vestal,New York,"$266,963.89"
Gibbon,Nebraska,"$266,950.00"
Lawrence,Michigan,"$266,935.00"
Big Sandy,Tennessee,"$266,925.00"
Amelia,Ohio,"$266,706.81"
Sherman,Illinois,"$266,700.00"
Windsor,Virginia,"$266,687.50"
Andover,Illinois,"$266,666.67"
Hermitage,Pennsylvania,"$266,665.00"
Moultrie,Georgia,"$266,656.38"
Manchester,Pennsylvania,"$266,646.29"
Granite Quarry,North Carolina,"$266,633.33"
Boyd,Wisconsin,"$266,633.17"
Lost Creek,Kentucky,"$266,600.00"
Vienna Township,Michigan,"$266,599.83"
Toccoa,Georgia,"$266,586.92"
Dalton,Georgia,"$266,535.23"
Jordan,New York,"$266,501.60"
Baxley,Georgia,"$266,473.48"
Brookville,Ohio,"$266,390.29"
Holden,Missouri,"$266,376.19"
Munford,Alabama,"$266,325.00"
Lorraine,New York,"$266,300.00"
Deerfield,New York,"$266,300.00"
Camden,Tennessee,"$266,295.00"
Livermore,Maine,"$266,250.00"
Jamestown,Ohio,"$266,250.00"
Archdale,North Carolina,"$266,243.40"
Wysox,Pennsylvania,"$266,242.86"
Jessieville,Arkansas,"$266,200.00"
Enigma,Georgia,"$266,200.00"
De Smet,South Dakota,"$266,150.00"
Belgrade,Missouri,"$266,133.33"
La Vista,Nebraska,"$266,104.00"
Lewisport,Kentucky,"$266,100.00"
Stringer,Mississippi,"$266,000.00"
Fayette,Missouri,"$265,979.00"
Terra Alta,West Virginia,"$265,977.78"
Arvon Township,Michigan,"$265,966.67"
Hydro,Oklahoma,"$265,933.33"
Roanoke,Alabama,"$265,904.76"
Gulfport,Mississippi,"$265,870.74"
Baldwin,Louisiana,"$265,833.33"
Germantown,Ohio,"$265,804.55"
Grayling,Michigan,"$265,800.00"
Alpha,New Jersey,"$265,772.73"
New Ulm,Minnesota,"$265,746.88"
Bennington,Oklahoma,"$265,666.67"
Mineralwells,West Virginia,"$265,666.67"
Randlett,Oklahoma,"$265,666.67"
Parkersburg,West Virginia,"$265,647.46"
Edgefield,South Carolina,"$265,605.00"
Hillsboro,Kentucky,"$265,599.80"
Cascade,Wisconsin,"$265,483.33"
Stedman,North Carolina,"$265,459.10"
Rosemont,Illinois,"$265,400.00"
Stratford,Oklahoma,"$265,345.45"
Eddyville,Kentucky,"$265,310.53"
Spencer,Indiana,"$265,309.07"
Zeeland,North Dakota,"$265,300.00"
Erwin,Tennessee,"$265,286.96"
Hankinson,North Dakota,"$265,266.67"
Jackson,Missouri,"$265,262.95"
Yankton,South Dakota,"$265,243.00"
Watertown,South Dakota,"$265,218.59"
Waymart,Pennsylvania,"$265,208.91"
Waterford,Ohio,"$265,180.00"
Margate,Florida,"$265,126.60"
Fairfield,Maine,"$265,087.92"
Lena,Illinois,"$265,058.33"
Beverly,New Jersey,"$265,028.81"
Grenola,Kansas,"$265,000.00"
Smoot,West Virginia,"$265,000.00"
Fort Jennings,Ohio,"$265,000.00"
Darden,Tennessee,"$265,000.00"
McCook Lake,South Dakota,"$265,000.00"
Liberty,Kansas,"$265,000.00"
Vandemere,North Carolina,"$265,000.00"
Kingsbury Plt,Maine,"$265,000.00"
Bailey,Texas,"$265,000.00"
Hernshaw,West Virginia,"$265,000.00"
Creston,Ohio,"$265,000.00"
Ogden,Pennsylvania,"$265,000.00"
Platte,South Dakota,"$265,000.00"
Marine,Illinois,"$265,000.00"
Poseyville,Indiana,"$265,000.00"
Claremont,Illinois,"$265,000.00"
Steamboat Rock,Iowa,"$264,950.00"
Harris,Iowa,"$264,950.00"
Bennington,New Hampshire,"$264,950.00"
Buxton,Maine,"$264,950.00"
Shelburne,New Hampshire,"$264,950.00"
Solsberry,Indiana,"$264,950.00"
Columbia,Mississippi,"$264,928.55"
Bendersville,Pennsylvania,"$264,928.33"
Draper,Virginia,"$264,925.00"
Florence,Missouri,"$264,900.00"
Columbia,New Hampshire,"$264,900.00"
South Otselic,New York,"$264,900.00"
Nicollet,Minnesota,"$264,900.00"
Apple Canyon Lake,Illinois,"$264,900.00"
Beechmont,Kentucky,"$264,900.00"
Cameron,New York,"$264,900.00"
Columbia Township,Michigan,"$264,900.00"
Bourbonnais,Illinois,"$264,892.63"
Montoursville,Pennsylvania,"$264,866.67"
South Hill,Virginia,"$264,858.33"
Beallsville,Ohio,"$264,833.33"
Erath,Louisiana,"$264,833.33"
Claxton,Georgia,"$264,828.85"
Little Falls,Minnesota,"$264,816.22"
Lilesville,North Carolina,"$264,800.00"
Six Lakes,Michigan,"$264,780.00"
Exeter,New York,"$264,750.00"
Newburg,Pennsylvania,"$264,740.00"
Keego Harbor,Michigan,"$264,725.00"
Frederick,Oklahoma,"$264,725.00"
Hawkins,Wisconsin,"$264,700.00"
Elmore City,Oklahoma,"$264,599.88"
Champaign,Illinois,"$264,575.15"
Oberlin,Ohio,"$264,535.00"
Holland,Ohio,"$264,500.07"
Plymouth,New Hampshire,"$264,477.78"
West Berlin,New Jersey,"$264,458.47"
Northfield Center,Ohio,"$264,450.00"
Park City,Kentucky,"$264,433.33"
New Albany,Indiana,"$264,417.63"
Bowersville,Georgia,"$264,391.67"
Haughton,Louisiana,"$264,359.05"
Wellford,South Carolina,"$264,318.15"
Bowling Green,Missouri,"$264,303.81"
Oneida,Tennessee,"$264,276.67"
West Monroe,Louisiana,"$264,263.29"
North Muskegon,Michigan,"$264,250.00"
Edgecomb,Maine,"$264,166.67"
Stratford,Texas,"$264,150.00"
Lawrence,Pennsylvania,"$264,133.17"
Temperance,Michigan,"$264,107.41"
Bloomington,Illinois,"$264,082.81"
Clarkrange,Tennessee,"$264,075.00"
Mineral City,Ohio,"$264,040.00"
Oliver Springs,Tennessee,"$264,037.50"
Warrior,Alabama,"$264,005.32"
Lindsay,Nebraska,"$264,000.00"
Parsons,Tennessee,"$263,993.06"
Polkton,North Carolina,"$263,979.60"
Taylors Falls,Minnesota,"$263,960.00"
Roxboro,North Carolina,"$263,956.25"
Fyffe,Alabama,"$263,950.00"
Laingsburg,Michigan,"$263,933.33"
Blue Springs,Mississippi,"$263,925.00"
Hurlock,Maryland,"$263,915.79"
Glendale,Kentucky,"$263,900.00"
Genoa,New York,"$263,900.00"
Petersburg,Michigan,"$263,866.67"
Saucier,Mississippi,"$263,776.00"
Mount Airy,North Carolina,"$263,725.43"
Prince George,Virginia,"$263,679.20"
Belleview,Florida,"$263,669.06"
Port Wentworth,Georgia,"$263,640.17"
Grafton,Ohio,"$263,633.52"
Oak Forest,Illinois,"$263,598.61"
Hallsville,Missouri,"$263,562.50"
Underwood,Minnesota,"$263,550.00"
Frankfort,Kentucky,"$263,548.13"
Lake Butler,Florida,"$263,542.12"
Brillion,Wisconsin,"$263,500.00"
Milan,Michigan,"$263,486.03"
Sullivan,Missouri,"$263,481.35"
Marshfield,Wisconsin,"$263,467.92"
Poland,Ohio,"$263,436.13"
Rush City,Minnesota,"$263,383.33"
Russell,Pennsylvania,"$263,372.50"
Bath,Michigan,"$263,371.43"
Apple Springs,Texas,"$263,367.00"
Bangor,Michigan,"$263,358.64"
Tumbling Shoals,Arkansas,"$263,333.33"
Davisville,Missouri,"$263,330.00"
Bay Minette,Alabama,"$263,322.38"
Chilton,Wisconsin,"$263,313.47"
Welling,Oklahoma,"$263,300.00"
Heth,Arkansas,"$263,300.00"
Chalmette,Louisiana,"$263,272.13"
Chebanse,Illinois,"$263,266.67"
Stroud Township,Pennsylvania,"$263,266.67"
Concord,Virginia,"$263,260.00"
Alpena,Arkansas,"$263,250.00"
Citrus Springs,Florida,"$263,232.03"
Greenville,Michigan,"$263,188.10"
